System,Recall@1,Recall@3,Recall@5,MRR@5,NDCG@5
CogniSync_RRF,0.781131036381785,0.8899792333551325,0.9526101722139997,0.8489811723402059,0.8731390040945258
Dense,0.803540081919251,0.9084816255349418,0.9634696359526842,0.8680055989628152,0.8904748818013568
Hybrid_Naive,0.781131036381785,0.8899792333551325,0.9526101722139997,0.8489811723402059,0.8731390040945258
Lexical,0.736561915579573,0.8373656191557958,0.911138264550993,0.8019751259192969,0.8274816759413594
