System,MRR@5,per_query_rebuild_latency_ms
CogniSync_RRF,0.8493891359841265,28.595703085007102
Dense,0.8687283327202399,27.706832585636
Hybrid_Naive,0.8493891359841265,28.595703085007102
Lexical,0.8034572896810799,0.8718706080655455
