System,Recall@1,Recall@3,Recall@5,MRR@5,NDCG@5
CogniSync_RRF,0.770326070744272,0.8894468729563212,0.9524868344060854,0.8419543592744295,0.8682339604797055
Dense,0.7902884383712525,0.9046954416640851,0.9608193072430845,0.8593616264528047,0.883361424469807
Hybrid_Naive,0.7690840877017864,0.8823036060533048,0.9439707890177722,0.838697093817047,0.8632907184946359
Lexical,0.7211762411225461,0.8261447469567113,0.8998829724985371,0.7884223086542984,0.8145211631620163
