System,MRR@5,per_query_rebuild_latency_ms
CogniSync_RRF,0.8417706138737474,114.07893266031401
Dense,0.8603300672173361,111.33663155133759
Hybrid_Naive,0.8393973848777715,114.07893266031401
Lexical,0.790289714521397,2.526131696184076
