System,Recall@1,Recall@3,Recall@5,MRR@5,NDCG@5
CogniSync_RRF,0.830948957183783,0.9305370698592114,0.9696368257365482,0.8901280807945691,0.9089037565312228
Dense,0.7909657893856804,0.9069028748509068,0.9619330279013254,0.8603300672173361,0.8844205888986144
Hybrid_Naive,0.7679229508744942,0.8856491544884013,0.9455634328774147,0.8393973848777715,0.8643081396008889
Lexical,0.7209755988808257,0.8310866245304261,0.9027288231949971,0.790289714521397,0.8167286003799067
