System,MRR@5,per_query_rebuild_latency_ms
CogniSync_RRF,0.8901280807945691,148.59654117825716
Dense,0.8603300672173361,98.55461752151992
Hybrid_Naive,0.8393973848777715,148.59654117825716
Lexical,0.790289714521397,10.950513057946656
