System,exact_match,semantic
CogniSync,0.8546686792913122,0.8229221421506288
Dense,0.9023846552617937,0.844272997032641
Hybrid_Naive,0.88924465587168,0.8229221421506288
Lexical,0.8546686792913122,0.771053412462908
Vanilla_RAG,0.9023846552617937,0.844272997032641
